Register;Field;Typ;Accuracy;Unit;Min;Max;Read
9011;Cell_Average_Temperature;U16;0,1;°C;;;R
9012;SOC;U16;1;%;;;R
9013;SOH;U16;1;%;;;R
9014;BMS_Sys_Protect0;U16;;;;;R
9015;BMS_Sys_Protect1;U16;;;;;R
9016;BMS_Sys_Alarm0;U16;;;;;R
9017;BMS_Sys_Alarm1;U16;;;;;R
9018;Sofar_BMS_Version;ASCII;;;;;R
9019;Sofar_BMS_Version;U16;;;;;R
901A;Sofar_BMS_Version;U16;;;;;R
901B;Sofar_BMS_Version;U16;;;;;R
9020;BMS_Inquire;U16;;;;;RW
9040;AddressMask_BMS2_Realtime;U64;;;;;R
9041;;;;;;;
9042;;;;;;;
9043;;;;;;;
9044;Pack_RT_ID;U16;;;;;R
9045;Pack_RT_Timestamp;U32;;;;;R
9046;;;;;;;
9047;Pack_RT_SN0;U16;;;;;R
9048;Pack_RT_SN1;U16;;;;;R
9049;Pack_RT_SN2;U16;;;;;R
904A;Pack_RT_SN3;U16;;;;;R
904B;Pack_RT_SN4;U16;;;;;R
904C;Pack_RT_SN5;U16;;;;;R
904D;Pack_RT_SN6;U16;;;;;R
904E;Pack_RT_SN7;U16;;;;;R
904F;Pack_RT_SN8;U16;;;;;R
9050;Pack_RT_SN9;U16;;;;;R
9051;Pack_RT_Cell_Voltage1;U16;0,001;V;;;R
9052;Pack_RT_Cell_Voltage2;U16;0,001;V;;;R
9053;Pack_RT_Cell_Voltage3;U16;0,001;V;;;R
9054;Pack_RT_Cell_Voltage4;U16;0,001;V;;;R
9055;Pack_RT_Cell_Voltage5;U16;0,001;V;;;R
9056;Pack_RT_Cell_Voltage6;U16;0,001;V;;;R
9057;Pack_RT_Cell_Voltage7;U16;0,001;V;;;R
9058;Pack_RT_Cell_Voltage8;U16;0,001;V;;;R
9059;Pack_RT_Cell_Voltage9;U16;0,001;V;;;R
905A;Pack_RT_Cell_Voltage10;U16;0,001;V;;;R
905B;Pack_RT_Cell_Voltage11;U16;0,001;V;;;R
905C;Pack_RT_Cell_Voltage12;U16;0,001;V;;;R
905D;Pack_RT_Cell_Voltage13;U16;0,001;V;;;R
905E;Pack_RT_Cell_Voltage14;U16;0,001;V;;;R
905F;Pack_RT_Cell_Voltage15;U16;0,001;V;;;R
9060;Pack_RT_Cell_Voltage16;U16;0,001;V;;;R
9061;Pack_RT_Cell_Voltage17;U16;0,001;V;;;R
9062;Pack_RT_Cell_Voltage18;U16;0,001;V;;;R
9063;Pack_RT_Cell_Voltage19;U16;0,001;V;;;R
9064;Pack_RT_Cell_Voltage20;U16;0,001;V;;;R
9065;Pack_RT_Cell_Voltage21;U16;0,001;V;;;R
9066;Pack_RT_Cell_Voltage22;U16;0,001;V;;;R
9067;Pack_RT_Cell_Voltage23;U16;0,001;V;;;R
9068;Pack_RT_Cell_Voltage24;U16;0,001;V;;;R
9069;Pack_RT_Cell_Max_Voltage;U16;0,001;V;;;R
906A;Pack_RT_Cell_Min_Voltage;U16;0,001;V;;;R
906B;Pack_RT_Temperature1_Pack;I16;0,1;°C;;;R
906C;Pack_RT_Temperature2_Pack;I16;0,1;°C;;;R
906D;Pack_RT_Temperature3_Pack;I16;0,1;°C;;;R
906E;Pack_RT_Temperature4_Pack;I16;0,1;°C;;;R
906F;Pack_RT_Temperature_MOS;I16;0,1;°C;;;R
9070;Pack_RT_Temperature_Env;I16;0,1;°C;;;R
9071;Pack_RT_Current;I16;0,1;A;;;R
9072;Pack_RT_Remaining_Capacity;U16;0,1;Ah;;;R
9073;Pack_RT_FullCharge_Capacity;U16;0,1;Ah;;;R
9074;Pack_RT_Cycles;U16;1;times;;;R
9075;Pack_RT_Balance_State;U16;;;;;R
9076;Pack_RT_Alarm_State;U16;;;;;R
9077;Pack_RT_Protect_State;U16;;;;;R
9078;Pack_RT_Fault_State;U16;;;;;R
9079;Pack_RT_Total_Voltage;U16;0,01;V;;;R
907A;Pack_RT_SOC;U16;1;%;;;R
907B;Pack_RT_Pack_Number;U16;;;;;R
907C;Pack_RT_Cell_Number;U16;;;;;R
907D;;;;;;;
907E;;;;;;;
907F;;;;;;;
9080;AddressMask_BMS3_Fault;U64;;;;;R
9081;;;;;;;
9082;;;;;;;
9083;;;;;;;
9084;Pack_Fault_ID;U16;;;;;R
9085;Pack_Fault_Timestamp;U32;;;;;R
9086;;;;;;;
9087;Pack_Fault_SN0;U16;;;;;R
9088;Pack_Fault_SN1;U16;;;;;R
9089;Pack_Fault_SN2;U16;;;;;R
908A;Pack_Fault_SN3;U16;;;;;R
908B;Pack_Fault_SN4;U16;;;;;R
908C;Pack_Fault_SN5;U16;;;;;R
908D;Pack_Fault_SN6;U16;;;;;R
908E;Pack_Fault_SN7;U16;;;;;R
908F;Pack_Fault_SN8;U16;;;;;R
9090;Pack_Fault_SN9;U16;;;;;R
9091;Pack_Fault_Cell_Voltage1;U16;0,001;V;;;R
9092;Pack_Fault_Cell_Voltage2;U16;0,001;V;;;R
9093;Pack_Fault_Cell_Voltage3;U16;0,001;V;;;R
9094;Pack_Fault_Cell_Voltage4;U16;0,001;V;;;R
9095;Pack_Fault_Cell_Voltage5;U16;0,001;V;;;R
9096;Pack_Fault_Cell_Voltage6;U16;0,001;V;;;R
9097;Pack_Fault_Cell_Voltage7;U16;0,001;V;;;R
9098;Pack_Fault_Cell_Voltage8;U16;0,001;V;;;R
9099;Pack_Fault_Cell_Voltage9;U16;0,001;V;;;R
909A;Pack_Fault_Cell_Voltage10;U16;0,001;V;;;R
909B;Pack_Fault_Cell_Voltage11;U16;0,001;V;;;R
909C;Pack_Fault_Cell_Voltage12;U16;0,001;V;;;R
909D;Pack_Fault_Cell_Voltage13;U16;0,001;V;;;R
909E;Pack_Fault_Cell_Voltage14;U16;0,001;V;;;R
909F;Pack_Fault_Cell_Voltage15;U16;0,001;V;;;R
90A0;Pack_Fault_Cell_Voltage16;U16;0,001;V;;;R
90A1;Pack_Fault_Cell_Voltage17;U16;0,001;V;;;R
90A2;Pack_Fault_Cell_Voltage18;U16;0,001;V;;;R
90A3;Pack_Fault_Cell_Voltage19;U16;0,001;V;;;R
90A4;Pack_Fault_Cell_Voltage20;U16;0,001;V;;;R
90A5;Pack_Fault_Cell_Voltage21;U16;0,001;V;;;R
90A6;Pack_Fault_Cell_Voltage22;U16;0,001;V;;;R
90A7;Pack_Fault_Cell_Voltage23;U16;0,001;V;;;R
90A8;Pack_Fault_Cell_Voltage24;U16;0,001;V;;;R
90A9;Pack_Fault_Cell_Max_Voltage;U16;0,001;V;;;R
90AA;Pack_Fault_Cell_Min_Voltage;U16;0,001;V;;;R
90AB;Pack_Fault_Temperature1_Pack;I16;0,1;°C;;;R
90AC;Pack_Fault_Temperature2_Pack;I16;0,1;°C;;;R
90AD;Pack_Fault_Temperature3_Pack;I16;0,1;°C;;;R
90AE;Pack_Fault_Temperature4_Pack;I16;0,1;°C;;;R
90AF;Pack_Fault_Temperature_MOS;I16;0,1;°C;;;R
90B0;Pack_Fault_Temperature_Env;I16;0,1;°C;;;R
90B1;Pack_Fault_Current;I16;0,1;A;;;R
90B2;Pack_Fault_Remaining_Capacity;U16;0,1;Ah;;;R
90B3;Pack_Fault_FullCharge_Capacity;U16;0,1;Ah;;;R
90B4;Pack_Fault_Total_Voltage;U16;0,01;V;;;R
90B5;Pack_Alarm_State;U16;;;;;R
90B6;Pack_Protect_State;U16;;;;;R
90B7;Pack_Fault_State;U16;;;;;R
90B8;Pack_Fault_Pack_Number;U16;;;;;R
90B9;Pack_Fault_Cell_Number;U16;;;;;R
